index,Course,Grade,Section_Grade,Course_Type,Cluster
638,Human Geography AP,9,91.79,Humanities,0
639,English I Honors,9,89.66,English,0
640,Spanish II,9,84.35,Foreign Language,2
641,Geometry,9,75.34,Math,2
642,Chemistry,9,87.83,Science,0
643,Modern World Honors: 1750 to the Present,9,93.1,Humanities,0
644,English I Honors,9,93.01,English,0
645,Latin I Honors,9,95.93,Foreign Language,1
646,Algebra II Honors,9,91.35,Math,0
647,Chemistry Honors,9,90.32,Science,0
648,Human Geography AP,9,96.4,Humanities,1
649,English I Honors,9,95.94,English,1
650,Spanish II,9,95.42,Foreign Language,1
651,Geometry,9,89.5,Math,0
652,Chemistry Honors,9,80.37,Science,2
653,World History AP,9,91.84,Humanities,0
654,English I Honors,9,97.94,English,1
655,Chinese III Honors,9,98.71,Foreign Language,1
656,Geometry Honors,9,96.63,Math,1
657,Chemistry Honors,9,95.59,Science,1
658,World History AP,9,97.96,Humanities,1
659,English I Honors,9,90.35,English,0
660,Spanish II Honors,9,91.48,Foreign Language,0
661,Geometry Honors,9,83.39,Math,2
662,Chemistry Honors,9,82.53,Science,2
663,World History AP,9,89.39,Humanities,0
664,English I Honors,9,85.66,English,2
665,Chinese II,9,86.0,Foreign Language,2
666,Geometry,9,89.98,Math,0
667,Chemistry,9,87.6,Science,0
668,Modern World Honors: 1750 to the Present,9,93.14,Humanities,0
669,English I Honors,9,92.66,English,0
670,French II,9,86.08,Foreign Language,2
671,Geometry Honors,9,79.52,Math,2
672,Chemistry,9,90.8,Science,0
673,Human Geography AP,9,92.12,Humanities,0
674,English I Honors,9,94.97,English,1
675,Latin I Honors,9,100.75,Foreign Language,1
676,Spanish II Honors,9,93.74,Foreign Language,1
677,Geometry Honors,9,92.61,Math,0
678,Chemistry Honors,9,94.36,Science,1
679,Human Geography AP,9,94.59,Humanities,1
680,English I Honors,9,90.45,English,0
681,Spanish II,9,93.65,Foreign Language,1
682,Geometry Honors,9,92.5,Math,0
683,Chemistry Honors,9,91.64,Science,0
684,Human Geography AP,9,91.54,Humanities,0
685,English I Honors,9,77.63,English,2
686,Latin I Honors,9,83.7,Foreign Language,2
687,Geometry,9,79.7,Math,2
688,Chemistry,9,80.84,Science,2
689,Modern World Honors: 1750 to the Present,9,86.27,Humanities,2
690,English I Honors,9,97.27,English,1
691,Latin I Honors,9,96.3,Foreign Language,1
692,Geometry Honors,9,85.1,Math,2
693,Chemistry,9,95.6,Science,1
694,World History AP,9,92.04,Humanities,0
695,English I Honors,9,97.53,English,1
696,Spanish II,9,93.47,Foreign Language,1
697,Geometry,9,88.75,Math,0
698,Chemistry,9,93.42,Science,1
699,World History AP,9,93.88,Humanities,1
700,English I Honors,9,94.97,English,1
701,Spanish II Honors,9,97.11,Foreign Language,1
702,Geometry Honors,9,89.56,Math,0
703,Chemistry,9,101.37,Science,1
704,Human Geography AP,9,91.86,Humanities,0
705,English I Honors,9,98.85,English,1
706,Spanish IV Honors - Heritage Speakers,9,100.35,Foreign Language,1
707,Algebra II Honors,9,97.26,Math,1
708,Chemistry Honors,9,97.94,Science,1
709,World History AP,9,100.82,Humanities,1
710,English I Honors,9,92.54,English,0
711,Spanish II Honors,9,90.18,Foreign Language,0
712,Geometry Honors,9,87.1,Math,0
713,Chemistry Honors,9,81.9,Science,2
714,Human Geography AP,9,87.28,Humanities,0
715,English I Honors,9,87.9,English,0
716,Latin I Honors,9,95.9,Foreign Language,1
717,Geometry,9,92.36,Math,0
718,Chemistry,9,93.16,Science,0
719,Human Geography AP,9,90.76,Humanities,0
720,English I Honors,9,92.54,English,0
721,Spanish II Honors,9,90.99,Foreign Language,0
722,Geometry,9,88.32,Math,0
723,Chemistry,9,90.8,Science,0
724,Human Geography AP,9,89.46,Humanities,0
725,English I Honors,9,84.92,English,2
726,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
727,Spanish II Honors,9,87.72,Foreign Language,0
728,Geometry,9,85.23,Math,2
729,Chemistry,9,91.67,Science,0
730,Human Geography AP,9,86.9,Humanities,0
731,English I Honors,9,93.83,English,1
732,Spanish II Honors,9,84.38,Foreign Language,2
733,Geometry,9,91.31,Math,0
734,Computer Science Principles AP,9,90.18,Science,0
735,Chemistry,9,92.21,Science,0
736,Modern World Honors: 1750 to the Present,9,94.17,Humanities,1
737,English I Honors,9,92.74,English,0
738,Spanish II Honors,9,94.88,Foreign Language,1
739,Geometry Honors,9,96.56,Math,1
740,Computer Science Principles AP,9,96.56,Science,1
741,Chemistry Honors,9,98.76,Science,1
742,Human Geography AP,9,95.26,Humanities,1
743,English I Honors,9,86.93,English,0
744,French II Honors,9,83.23,Foreign Language,2
745,Geometry,9,88.02,Math,0
746,Computer Science Principles AP,9,87.95,Science,0
747,Chemistry,9,90.68,Science,0
748,Human Geography AP,9,91.98,Humanities,0
749,English I Honors,9,97.35,English,1
750,Spanish II Honors,9,93.6,Foreign Language,1
751,Geometry Honors,9,87.48,Math,0
752,Computer Science Principles AP,9,94.72,Science,1
753,Chemistry Honors,9,92.89,Science,0
754,World History AP,9,92.65,Humanities,0
755,English I Honors,9,95.18,English,1
756,Spanish IV Honors - Heritage Speakers,9,99.56,Foreign Language,1
757,Algebra II Honors,9,96.74,Math,1
758,Chemistry Honors,9,97.2,Science,1
759,Human Geography AP,9,96.74,Humanities,1
760,English I Honors,9,97.18,English,1
761,Chinese II Honors,9,94.86,Foreign Language,1
762,Geometry Honors,9,93.9,Math,1
763,Computer Science Principles AP,9,99.4,Science,1
764,Chemistry Honors,9,93.57,Science,1
765,World History AP,9,95.92,Humanities,1
766,English I Honors,9,90.0,English,0
767,French II Honors,9,85.03,Foreign Language,2
768,Geometry Honors,9,94.39,Math,1
769,Chemistry Honors,9,92.72,Science,0
770,Human Geography AP,9,87.18,Humanities,0
771,English I Honors,9,92.59,English,0
772,Geometry Honors,9,83.74,Math,2
773,Computer Science Principles AP,9,91.96,Science,0
774,Chemistry Honors,9,82.61,Science,2
775,Human Geography AP,9,90.14,Humanities,0
776,English I Honors,9,94.84,English,1
777,Spanish II Honors,9,93.58,Foreign Language,1
778,Geometry Honors,9,92.52,Math,0
779,Computer Science Principles AP,9,96.49,Science,1
780,Chemistry,9,99.59,Science,1
781,World History AP,9,94.08,Humanities,1
782,English I Honors,9,97.32,English,1
783,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
784,Spanish II Honors,9,98.1,Foreign Language,1
785,Pre-Calculus Honors,9,96.55,Math,1
786,Chemistry Honors,9,99.67,Science,1
787,World History AP,9,100.41,Humanities,1
788,English I Honors,9,92.36,English,0
789,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
790,Latin I Honors,9,98.05,Foreign Language,1
791,Geometry Honors,9,89.51,Math,0
792,Chemistry Honors,9,87.08,Science,0
793,World History AP,9,92.24,Humanities,0
794,English I Honors,9,90.3,English,0
795,Spanish II,9,89.74,Foreign Language,0
796,Geometry,9,84.41,Math,2
797,Chemistry,9,83.48,Science,2
798,Human Geography AP,9,83.45,Humanities,2
799,English I Honors,9,89.39,English,0
800,Chinese II,9,89.95,Foreign Language,0
801,Geometry,9,80.34,Math,2
802,Computer Science Principles AP,9,83.24,Science,2
803,Chemistry,9,83.14,Science,2
804,Modern World Honors: 1750 to the Present,9,90.9,Humanities,0
805,English I Honors,9,93.78,English,1
806,Spanish II Honors,9,94.51,Foreign Language,1
807,Geometry Honors,9,87.03,Math,0
808,Chemistry Honors,9,87.93,Science,0
809,Human Geography AP,9,88.22,Humanities,0
810,English I Honors,9,97.27,English,1
811,Spanish II Honors,9,97.82,Foreign Language,1
812,Geometry Honors,9,94.8,Math,1
813,Chemistry Honors,9,95.38,Science,1
814,Human Geography AP,9,98.79,Humanities,1
815,English I Honors,9,95.94,English,1
816,Spanish II Honors,9,95.05,Foreign Language,1
817,Geometry Honors,9,96.73,Math,1
818,Computer Science Principles AP,9,97.69,Science,1
819,Chemistry Honors,9,95.36,Science,1
820,World History AP,9,98.37,Humanities,1
821,English I Honors,9,94.21,English,1
822,Fundamentals of Music Theory,9,99.73,Arts,1
823,Chinese II Honors,9,90.32,Foreign Language,0
824,Geometry Honors,9,81.41,Math,2
825,Computer Science Principles AP,9,92.91,Science,0
826,Chemistry Honors,9,86.76,Science,0
827,World History AP,9,94.29,Humanities,1
828,English I Honors,9,76.6,English,2
829,Spanish I,9,92.13,Foreign Language,0
830,Geometry,9,91.33,Math,0
831,Chemistry,9,79.01,Science,2
832,Modern World Honors: 1750 to the Present,9,89.19,Humanities,0
833,English I Honors,9,79.52,English,2
834,Spanish II,9,94.81,Foreign Language,1
835,Geometry,9,90.37,Math,0
836,Chemistry,9,87.91,Science,0
837,Modern World Honors: 1750 to the Present,9,94.55,Humanities,1
838,English I Honors,9,93.58,English,1
839,Chinese II Honors,9,90.46,Foreign Language,0
840,Geometry Honors,9,93.49,Math,1
841,Chemistry Honors,9,83.62,Science,2
842,Human Geography AP,9,93.72,Humanities,1
843,English I Honors,9,95.82,English,1
844,Spanish IV Honors - Heritage Speakers,9,99.73,Foreign Language,1
845,Geometry Honors,9,90.84,Math,0
846,Computer Science Principles AP,9,94.81,Science,1
847,Chemistry Honors,9,89.59,Science,0
848,World History AP,9,97.76,Humanities,1
849,English I Honors,9,88.8,English,0
850,Chinese II Honors,9,82.02,Foreign Language,2
851,Geometry,9,79.56,Math,2
852,Chemistry,9,86.11,Science,2
853,Human Geography AP,9,80.61,Humanities,2
854,English I Honors,9,91.99,English,0
855,Chinese II Honors,9,88.04,Foreign Language,0
856,Geometry,9,93.7,Math,1
857,Computer Science Principles AP,9,91.86,Science,0
858,Chemistry,9,97.92,Science,1
859,Human Geography AP,9,90.49,Humanities,0
860,English I Honors,9,96.83,English,1
861,Spanish II Honors,9,97.48,Foreign Language,1
862,Geometry Honors,9,93.63,Math,1
863,Chemistry Honors,9,89.72,Science,0
864,World History AP,9,90.82,Humanities,0
865,English I Honors,9,93.21,English,0
866,French II Honors,9,87.72,Foreign Language,0
867,Geometry Honors,9,83.48,Math,2
868,Chemistry Honors,9,82.96,Science,2
869,Human Geography AP,9,90.9,Humanities,0
870,English I Honors,9,93.0,English,0
871,Spanish I,9,90.78,Foreign Language,0
872,Geometry,9,93.56,Math,1
873,Chemistry,9,91.35,Science,0
874,Modern World Honors: 1750 to the Present,9,93.48,Humanities,1
875,English I Honors,9,97.09,English,1
876,Spanish II Honors,9,95.17,Foreign Language,1
877,Geometry Honors,9,84.91,Math,2
878,Chemistry Honors,9,89.26,Science,0
879,World History AP,9,97.96,Humanities,1
880,English I Honors,9,93.36,English,0
881,Latin I Honors,9,97.9,Foreign Language,1
882,French II Honors,9,87.43,Foreign Language,0
883,Geometry Honors,9,91.43,Math,0
884,Chemistry,9,97.14,Science,1
885,Human Geography AP,9,91.98,Humanities,0
886,English I Honors,9,92.54,English,0
887,Spanish II Honors,9,90.83,Foreign Language,0
888,Chemistry,9,91.83,Science,0
889,Human Geography AP,9,90.77,Humanities,0
890,English I Honors,9,88.27,English,0
891,Spanish II,9,96.84,Foreign Language,1
892,Geometry,9,94.18,Math,1
893,Chemistry,9,93.47,Science,1
894,Human Geography AP,9,89.47,Humanities,0
895,English I Honors,9,89.5,English,0
896,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
897,Spanish II,9,93.28,Foreign Language,0
898,Chemistry,9,90.84,Science,0
899,Human Geography AP,9,87.69,Humanities,0
900,English I Honors,9,94.23,English,1
901,Spanish II Honors,9,93.91,Foreign Language,1
902,Pre-Calculus Honors,9,96.34,Math,1
903,Computer Science Principles AP,9,98.59,Science,1
904,Chemistry Honors,9,96.49,Science,1
905,World History AP,9,101.22,Humanities,1
906,English I Honors,9,89.98,English,0
907,Spanish II,9,94.74,Foreign Language,1
908,Algebra II Honors,9,92.61,Math,0
909,Chemistry Honors,9,84.14,Science,2
910,Human Geography AP,9,87.11,Humanities,0
911,English I Honors,9,94.95,English,1
912,Spanish II Honors,9,97.2,Foreign Language,1
913,Pre-Calculus Honors,9,93.02,Math,0
914,Chemistry Honors,9,92.52,Science,0
915,World History AP,9,94.49,Humanities,1
916,English I Honors,9,90.65,English,0
917,Spanish II,9,90.16,Foreign Language,0
918,Geometry,9,87.67,Math,0
919,Computer Science Principles AP,9,82.44,Science,2
920,Chemistry,9,90.65,Science,0
921,Modern World Honors: 1750 to the Present,9,91.58,Humanities,0
922,English I Honors,9,89.19,English,0
923,Spanish II,9,92.99,Foreign Language,0
924,Geometry Honors,9,85.92,Math,2
925,Chemistry,9,92.58,Science,0
926,Human Geography AP,9,89.97,Humanities,0
927,English I Honors,9,94.27,English,1
928,Chinese II Honors,9,93.75,Foreign Language,1
929,Geometry Honors,9,84.11,Math,2
930,Computer Science Principles AP,9,89.41,Science,0
931,Chemistry,9,99.04,Science,1
932,Human Geography AP,9,89.58,Humanities,0
933,English I Honors,9,89.29,English,0
934,Spanish II,9,93.08,Foreign Language,0
935,Geometry,9,94.3,Math,1
936,Chemistry,9,88.96,Science,0
937,Modern World Honors: 1750 to the Present,9,94.34,Humanities,1
938,English I Honors,9,94.41,English,1
939,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
940,Spanish I,9,96.78,Foreign Language,1
941,Algebra II Honors,9,89.6,Math,0
942,Chemistry,9,101.9,Science,1
943,Human Geography AP,9,96.92,Humanities,1
944,English I Honors,9,86.22,English,2
945,Spanish I,9,94.0,Foreign Language,1
946,Geometry,9,90.49,Math,0
947,Chemistry,9,91.23,Science,0
948,Modern World Honors: 1750 to the Present,9,92.55,Humanities,0
949,English I Honors,9,84.92,English,2
950,Spanish II,9,91.49,Foreign Language,0
951,Geometry,9,91.34,Math,0
952,Computer Science Principles AP,9,86.67,Science,0
953,Chemistry,9,90.55,Science,0
954,Modern World Honors: 1750 to the Present,9,92.23,Humanities,0
955,English I Honors,9,96.56,English,1
956,Spanish II Honors,9,93.57,Foreign Language,1
957,Geometry Honors,9,93.97,Math,1
958,Chemistry Honors,9,89.59,Science,0
959,Human Geography AP,9,96.4,Humanities,1
960,English I Honors,9,91.43,English,0
961,Chinese II Honors,9,90.98,Foreign Language,0
962,Geometry Honors,9,86.54,Math,2
963,Computer Science Principles AP,9,90.58,Science,0
964,Chemistry Honors,9,86.76,Science,0
965,Human Geography AP,9,93.47,Humanities,1
966,English I Honors,9,93.58,English,1
967,Chinese II,9,92.46,Foreign Language,0
968,Geometry,9,94.4,Math,1
969,Chemistry,9,99.24,Science,1
970,Modern World Honors: 1750 to the Present,9,95.43,Humanities,1
971,English I Honors,9,91.06,English,0
972,Latin I Honors,9,97.3,Foreign Language,1
973,Algebra II Honors,9,92.0,Math,0
974,Chemistry Honors,9,90.38,Science,0
975,Human Geography AP,9,88.4,Humanities,0
976,English I Honors,9,92.61,English,0
977,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
978,Spanish IV Honors - Heritage Speakers,9,95.86,Foreign Language,1
979,Geometry Honors,9,86.87,Math,0
980,Chemistry Honors,9,84.5,Science,2
981,Human Geography AP,9,84.25,Humanities,2
982,English I Honors,9,97.27,English,1
983,Spanish IV Honors - Heritage Speakers,9,98.71,Foreign Language,1
984,Geometry Honors,9,84.39,Math,2
985,Computer Science Principles AP,9,90.52,Science,0
986,Chemistry Honors,9,86.01,Science,2
987,World History AP,9,95.51,Humanities,1
988,English I Honors,9,90.16,English,0
989,Spanish II Honors,9,97.05,Foreign Language,1
990,Geometry,9,88.96,Math,0
991,Chemistry,9,92.64,Science,0
992,World History AP,9,94.29,Humanities,1
993,English I Honors,9,86.46,English,2
994,Latin I Honors,9,95.0,Foreign Language,1
995,Geometry Honors,9,82.61,Math,2
996,Chemistry,9,92.47,Science,0
997,Human Geography AP,9,90.2,Humanities,0
998,English I Honors,9,96.46,English,1
999,Spanish II Honors,9,98.18,Foreign Language,1
1000,Geometry Honors,9,94.18,Math,1
1001,Chemistry Honors,9,92.98,Science,0
1002,World History AP,9,99.59,Humanities,1
1003,English I Honors,9,94.64,English,1
1004,Spanish II,9,96.78,Foreign Language,1
1005,Geometry,9,95.06,Math,1
1006,Chemistry,9,90.89,Science,0
1007,Human Geography AP,9,85.73,Humanities,2
1008,English I Honors,9,96.56,English,1
1009,Latin I Honors,9,99.49,Foreign Language,1
1010,Geometry Honors,9,90.75,Math,0
1011,Computer Science Principles AP,9,91.78,Science,0
1012,Chemistry Honors,9,87.52,Science,0
1013,Human Geography AP,9,94.93,Humanities,1
1014,English I Honors,9,92.5,English,0
1015,Spanish II Honors,9,90.33,Foreign Language,0
1016,Geometry,9,88.16,Math,0
1017,Chemistry,9,91.17,Science,0
1018,Human Geography AP,9,89.44,Humanities,0
1019,English I Honors,9,94.83,English,1
1020,Spanish IV Honors - Heritage Speakers,9,95.02,Foreign Language,1
1021,Geometry Honors,9,87.9,Math,0
1022,Computer Science Principles AP,9,96.57,Science,1
1023,Chemistry,9,96.35,Science,1
1024,Human Geography AP,9,93.12,Humanities,0
1025,English I Honors,9,91.05,English,0
1026,Spanish II Honors,9,83.67,Foreign Language,2
1027,Geometry Honors,9,76.53,Math,2
1028,Chemistry,9,91.03,Science,0
1029,Human Geography AP,9,90.35,Humanities,0
1030,English I Honors,9,92.76,English,0
1031,Spanish I,9,95.43,Foreign Language,1
1032,Geometry,9,95.24,Math,1
1033,Chemistry,9,97.16,Science,1
1034,Human Geography AP,9,93.99,Humanities,1
1035,English I Honors,9,91.81,English,0
1036,Spanish II Honors,9,90.55,Foreign Language,0
1037,Geometry Honors,9,85.86,Math,2
1038,Chemistry,9,93.96,Science,1
1039,Human Geography AP,9,92.73,Humanities,0
1040,English I Honors,9,84.63,English,2
1041,Spanish II Honors,9,90.25,Foreign Language,0
1042,Geometry,9,90.13,Math,0
1043,Chemistry,9,88.74,Science,0
1044,Modern World Honors: 1750 to the Present,9,90.72,Humanities,0
1045,English I Honors,9,97.35,English,1
1046,"Great Decisions, Character, and Consequences",9,100.0,Psychology,1
1047,Spanish IV Honors - Heritage Speakers,9,93.93,Foreign Language,1
1048,Algebra II Honors,9,84.48,Math,2
1049,Chemistry Honors,9,79.58,Science,2
1050,Human Geography AP,9,83.53,Humanities,2
1051,English I Honors,9,92.36,English,0
1052,Spanish IV Honors - Heritage Speakers,9,99.73,Foreign Language,1
1053,Algebra II Honors,9,89.74,Math,0
1054,Chemistry,9,99.39,Science,1
1055,Human Geography AP,9,94.1,Humanities,1
1056,English I Honors,9,93.48,English,1
1057,Chinese II Honors,9,93.0,Foreign Language,0
1058,Geometry Honors,9,89.88,Math,0
1059,Computer Science Principles AP,9,91.33,Science,0
1060,Chemistry Honors,9,89.85,Science,0
1061,Human Geography AP,9,96.28,Humanities,1
1062,English I Honors,9,96.65,English,1
1063,Spanish II,9,95.23,Foreign Language,1
1064,Geometry Honors,9,81.39,Math,2
1065,Chemistry Honors,9,84.42,Science,2
1066,Human Geography AP,9,96.66,Humanities,1
1067,English I Honors,9,88.98,English,0
1068,Spanish IV Honors - Heritage Speakers,9,94.9,Foreign Language,1
1069,Geometry,9,91.06,Math,0
1070,Chemistry,9,87.71,Science,0
1071,Human Geography AP,9,89.62,Humanities,0
1072,English I Honors,9,89.69,English,0
1073,Spanish II Honors,9,90.73,Foreign Language,0
1074,Geometry Honors,9,85.8,Math,2
1075,Chemistry Honors,9,82.84,Science,2
1076,Human Geography AP,9,90.49,Humanities,0
1077,English I Honors,9,89.5,English,0
1078,Chinese II,9,90.07,Foreign Language,0
1079,Geometry,9,84.55,Math,2
1080,Chemistry,9,88.58,Science,0
1081,Modern World Honors: 1750 to the Present,9,90.49,Humanities,0
